Internalid,Lab processing,Airtable technique,Sample type,Container name
6580,Cerba,Other,Serum,Serum Tube
8484,Cerba,Other,Serum,Serum Tube
6210,Cerba,Other,Serum,Serum Tube
8591,Cerba,Other,Plasma,Heparin Tube
4489,Cerba,Other,Serum,Serum Tube
5879,Cerba,Other,Serum,Serum Tube
3934,Diag,Microbiology,Skin,Petri Dish
7914,Cerba,Other,Serum,Serum Tube
4712,Cerba,Other,Ear Fluid,Sterile Container
7203,Cerba,Other,Serum,Serum Tube
1645,Diag,Microbiology,Vaginal Swab,Sterile Swab
10887,Diag,Non-lab Test,,Others
6362,Medic,Other,Peritoneal Fluid,Sterile Container
4739,Cerba,Other,Serum,Serum Tube
9192,Cerba,Other,Serum,Serum Tube
6894,Cerba,Other,Serum,Serum Tube
7214,Cerba,Other,Whole Blood,EDTA Tube
56839,Diag,Non-lab Test,,Others
6196,Diag,Microbiology,Cerebrospinal Fluid,Sterile Container
10965,Diag,Non-lab Test,,Others
4816,Cerba,Other,Whole Blood,Heparin Tube
4828,Cerba,Other,Amniotic Fluid,Sterile Container
1629,Diag,Microbiology,Ear Pus,Sterile Swab
8994,Cerba,Other,Whole Blood,EDTA Tube
8562,Cerba,Other,Serum,Serum Tube
4434,Medic,ELISA,Serum,Serum Tube
398326,Medic,Other,Whole Blood,EDTA Tube
6220,Cerba,Other,Serum,Serum Tube
4884,Cerba,Other,Serum,Serum Tube
204213,Diag,Biochemistry,24h Urine,3L Container + Preservative
5964,Cerba,Other,Serum,Serum Tube
7469,Cerba,Other,Cerebrospinal Fluid,Sterile Container
6672,Cerba,Other,Serum,Serum Tube
4841,Medic,Other,Serum,Serum Tube
4516,Cerba,Other,Serum,Serum Tube
26509,Diag,Non-lab Test,,Others
8089,Cerba,Other,Serum,Serum Tube
7386,Cerba,Biochemistry,Cerebrospinal Fluid,Sterile Container
6623,Cerba,Other,Tumoral Tissue,50mL Container
4976,Medic,Other,Serum,Serum Tube
7288,Cerba,Other,Serum,Serum Tube
5036,Cerba,Other,Serum,Serum Tube
6892,Cerba,Other,Serum,Serum Tube
7009,Cerba,Other,Serum,Serum Tube
7076,Cerba,Other,Serum,Serum Tube
4999,Cerba,Other,Bone Marrow,EDTA Tube
4493,Cerba,Other,Plasma,EDTA Tube
8963,Cerba,Other,Cerebrospinal Fluid + Serum,Serum Tube + 50mL Sterile Container
12270,Medic,Biochemistry,Cerebrospinal Fluid,Sterile Container
400993,Cerba,Other,Others,Others
4624,Cerba,Other,Urine,50mL Container
7668,Cerba,Other,Serum,Serum Tube
7972,Cerba,Other,Amniotic Fluid,Sterile Container
232464,Diag,Non-lab Test,,
8195,Cerba,Other,Serum,Serum Tube
9296,Cerba,Other,Serum,Serum Tube
4392,Cerba,Other,Plasma,Heparin Tube
8105,Cerba,Other,Serum,Serum Tube
8064,Cerba,Other,Serum,Serum Tube
400024,Cerba,Other,Serum,Serum Tube
4517,Cerba,Other,Plasma,EDTA Tube
241976,Gentis,Non-lab Test,,
9313,Cerba,Other,Cerebrospinal Fluid,Sterile Container
58774,Pasteur,Other,Plasma,6mL EDTA Tube
4869,Cerba,Other,Serum,Serum Tube
9798,Cerba,Other,Serum,Serum Tube
85294,Diag,Non-lab Test,,Others
5122,Cerba,Other,Serum,Serum Tube
4678,Cerba,Other,Serum,Serum Tube
8472,Cerba,Other,Serum,Serum Tube
9008,Cerba,Other,Serum,Serum Tube
3999,Diag,Molecular,Others,Cell VTM (Thinprep)
9478,Cerba,Other,Plasma,EDTA Tube
398475,Cerba,Other,Others,Others
5898,Cerba,Other,Serum,Serum Tube
8486,Cerba,Other,Serum,Serum Tube
6864,Cerba,Other,Lymph Node,Sterile Container
8291,Cerba,Other,Night Urine,50mL Container
10985,Diag,Non-lab Test,Others,Others
5030,Cerba,Other,Serum,Serum Tube
7578,Cerba,Other,Serum,Serum Tube
7678,Cerba,Other,Serum,Serum Tube
9297,Cerba,Other,Serum,Serum Tube
4914,Cerba,Other,Urine,50mL Container
7900,Cerba,Other,Whole Blood,EDTA Tube
10917,Diag,Non-lab Test,Others,Others
5111,Cerba,Other,Serum,Serum Tube
6679,Cerba,Other,Serum,Serum Tube
9869,Cerba,Other,Serum,Serum Tube
7264,Cerba,Other,24h Urine,3L Container
6565,Cerba,Other,Serum,Serum Tube
5063,Cerba,Other,Serum,Serum Tube
9070,Cerba,Other,Serum,Serum Tube
400685,Cerba,Other,Others,Others
8786,Cerba,Other,Serum,Serum Tube
6465,Cerba,Other,Serum,Serum Tube
7353,Cerba,Other,Night Urine,50mL Container
10995,Diag,Non-lab Test,,Others
9594,Cerba,Biochemistry,Serum,Serum Tube
7568,Cerba,Other,Serum,Serum Tube
6265,Diag,Microbiology,Pleural Fluid,Sterile Container
7884,Cerba,Other,Serum,Serum Tube
8379,Cerba,Other,Plasma,Heparin Tube
10871,Diag,Non-lab Test,Others,Others
7580,Cerba,Other,Serum,Serum Tube
4396,Cerba,Other,Whole Blood,EDTA Tube
4994,Cerba,Other,Stool,Stool Container
5968,Cerba,Other,Serum,Serum Tube
10992,Diag,Non-lab Test,Others,Others
397782,Cerba,Other,Others,Others
9365,Cerba,Other,Saliva,Sterile Container
10897,Diag,Non-lab Test,,Others
9268,Cerba,Other,Serum,Serum Tube
9377,Cerba,Other,Whole Blood,EDTA Tube
9263,Cerba,Other,Tear,Sterile Container
6785,Cerba,Other,Stool,Stool Container
7102,Cerba,Other,Serum,Serum Tube
8366,Cerba,Other,Serum,Serum Tube
7875,Cerba,Other,Smear,50mL Container
398181,Cerba,Other,Others,Others
9582,Cerba,Other,Plasma,Heparin Tube
55331,Diag,Biochemistry,Whole Blood,EDTA Tube
8298,Cerba,Other,Cervical Sample,Slides
6626,Cerba,Other,Serum,Serum Tube
7373,Cerba,Other,Serum,Serum Tube
9992,Cerba,Other,Others,50mL Sterile Container/Swab
8382,Cerba,Other,Whole Blood,EDTA Tube
4418,Cerba,Other,Cerebrospinal Fluid,Sterile Container
8882,Cerba,Other,Serum,Serum Tube
9578,Cerba,Other,Serum,Serum Tube
8300,Cerba,Other,Serum,Serum Tube
400507,Diag,Non-lab Test,,
4919,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
5055,Cerba,Other,Serum,Serum Tube
4328,Diag,Microbiology,Semen,Sterile Container
6616,Cerba,Other,Bone Marrow,EDTA Tube
5471,Cerba,Other,Serum,Serum Tube
9270,Cerba,Other,Serum,Serum Tube
6269,Cerba,Other,Serum,Serum Tube
5472,Cerba,Other,Serum,Serum Tube
5058,Cerba,Other,Serum,Serum Tube
8702,Cerba,Other,Serum,Serum Tube
9331,Cerba,Other,Serum,Serum Tube
5174,Cerba,Other,Nasal Swab,Sterile Container
1634,Diag,Microbiology,Stool,Stool Container
6622,Cerba,Other,Whole Blood,EDTA Tube
6264,Diag,Microbiology,Synovial Fluid,Sterile Container
8568,Cerba,Other,Amniotic Fluid,Sterile Container
9284,Cerba,Other,Serum,Serum Tube
8475,Cerba,Other,Serum,Serum Tube
7310,Cerba,Other,Serum,Serum Tube
7863,Cerba,Other,Serum,Serum Tube
7279,Cerba,Molecular,Whole Blood,EDTA Tube
7463,Cerba,Other,Whole Blood,EDTA Tube
7897,Cerba,Other,Serum,Serum Tube
8679,Cerba,Other,Plasma,EDTA Tube
8698,Cerba,Other,Serum,Serum Tube
10069,Cerba,Other,Serum,Serum Tube
4729,Cerba,Other,Serum,Serum Tube
4669,Cerba,Other,Serum,Serum Tube
4679,Cerba,Other,Plasma,Heparin Tube
5126,Cerba,Other,Serum,Serum Tube
6578,Cerba,Other,Serum,Serum Tube
56835,Diag,Non-lab Test,,Others
4843,Cerba,Other,Serum,Serum Tube
4195,Diag,Biochemistry,Serum,Serum Tube
4840,Medic,Other,Serum,Serum Tube
9694,Cerba,Other,Serum,Serum Tube
401025,Cerba,Other,Others,Others
8276,Cerba,Other,Serum,Serum Tube
8283,Cerba,Other,Serum,Serum Tube
9332,Cerba,Other,Serum,Serum Tube
7768,Cerba,Other,Bone Marrow,EDTA Tube
5054,Cerba,Other,Serum,Serum Tube
4438,Cerba,Other,Serum,Serum Tube
5663,Cerba,Other,Serum,Serum Tube
67289,Diag,Home Collection,,Others
4604,Cerba,Other,Serum,Serum Tube
4672,Cerba,Other,Bone Marrow,EDTA Tube
181722,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
4705,Medic,Other,Plasma,Fluoride Tube
8371,Cerba,Other,Stool,Stool Container
263410,Diag,ELISA,Serum,Serum Tube
4486,Cerba,Other,Amniotic Fluid,Sterile Container
4454,Medic,Other,Serum,Serum Tube
240418,Gentis,Non-lab Test,Others,Others
4441,Cerba,Other,Serum,Serum Tube
9026,Cerba,Other,Serum,Serum Tube
7784,Cerba,Other,Serum,Serum Tube
5107,Cerba,Other,Serum,Serum Tube
5025,Cerba,Other,Plasma,Heparin Tube
5215,Cerba,Other,Serum,Serum Tube
4691,Cerba,Other,Serum,Serum Tube
4295,Diag,Microbiology,Nose Pus,Sterile Swab
4747,Medic,ELISA,Serum,Serum Tube
7340,Cerba,Other,Whole Blood,EDTA Tube
1723,Diag,Molecular,Others,Others
7783,Cerba,Other,Serum,Serum Tube
8772,Cerba,Other,Serum,Serum Tube
8684,Cerba,Other,Cerebrospinal Fluid,Sterile Container
397451,Diag,Non-lab Test,,
5464,Cerba,Other,Serum,Serum Tube
10879,Diag,Non-lab Test,Others,Others
9329,Cerba,Other,Serum,Serum Tube
4961,Cerba,Other,Serum,Serum Tube
4708,Cerba,Other,Serum,Serum Tube
9473,Cerba,Other,Urine,50mL Container
7309,Cerba,Other,Whole Blood,EDTA Tube
10875,Diag,Non-lab Test,Others,Others
10973,Diag,Non-lab Test,,Others
3858,Diag,Biochemistry,Serum,Serum Tube
9093,Cerba,Other,Urine,50mL Container
1650,Diag,Hematology,Serum,Serum Tube
5117,Cerba,Other,Serum,Serum Tube
9971,Cerba,Other,Sputum,Sterile Container
3977,Diag,Microbiology,Eye Pus,Sterile Swab
9983,Cerba,Other,Semen,Sterile Container
7249,Cerba,Other,Cerebrospinal Fluid,Sterile Container
10898,Diag,Non-lab Test,Others,Others
7293,Cerba,Other,Night Urine,50mL Container
5123,Cerba,Other,Serum,Serum Tube
5164,Cerba,Other,Nasal Swab,Sterile Container
9773,Cerba,Other,Serum,Serum Tube
5181,Cerba,Other,Serum,Serum Tube
4657,Cerba,Other,Serum,Serum Tube
4607,Cerba,Other,Slides,50mL Container
4713,Cerba,Other,Plasma,Heparin Tube
8076,Cerba,Other,Whole Blood,Heparin Tube
6219,Cerba,Other,Serum,Serum Tube
8984,Cerba,Other,Whole Blood,EDTA Tube
8801,Cerba,Other,Whole Blood,EDTA Tube
399519,Cerba,Other,Stool,Stool Container
9763,Cerba,Other,Plasma,EDTA Tube
8304,Cerba,Other,Serum,Serum Tube
10911,Diag,Non-lab Test,Others,Others
7879,Cerba,Other,Night Urine,50mL Container
4921,Cerba,Other,Serum,Serum Tube
8866,Cerba,Other,Serum,Serum Tube
4445,Cerba,Other,Serum,Serum Tube
8184,Cerba,Other,Plasma,EDTA Tube
11011,Diag,Non-lab Test,,Others
9098,Cerba,Other,Serum,Serum Tube
399513,Diag,Molecular,Cervical Sample,Specialized Container
8795,Cerba,Other,Serum,Serum Tube
10896,Diag,Non-lab Test,,Others
8569,Cerba,Other,Urine,50mL Container
6685,Cerba,Other,Serum,Serum Tube
7234,Cerba,Other,Urine,50mL Container
4809,Cerba,Other,Serum,Serum Tube
9707,Cerba,Other,Whole Blood,EDTA Tube
10883,Diag,Non-lab Test,,Others
9274,Cerba,Other,Serum,Serum Tube
6978,Cerba,Other,Serum,Serum Tube
7467,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
9388,Cerba,Other,Urine,50mL Container
9894,Cerba,Other,Urine,50mL Container
9018,Cerba,Other,Serum,Serum Tube
6698,Cerba,Other,Serum,Serum Tube
9698,Cerba,Other,Serum,Serum Tube
4435,Cerba,Other,Urine,50mL Container
26510,Diag,Non-lab Test,,
398501,Cerba,Other,Others,Others
4405,Cerba,Other,Whole Blood,EDTA Tube
7080,Cerba,Other,Whole Blood,Heparin Tube
220537,Diag,Home Collection,,
100403,Medic,Other,Serum,Serum Tube
5972,Cerba,Other,Serum,Serum Tube
9334,Cerba,Other,24h Urine,3L Container
6072,Diag,Microbiology,Cerebrospinal Fluid,Sterile Container
7192,Cerba,Other,Serum,Serum Tube
4605,Cerba,Other,Urine,50mL Container
196948,Diag,Home Collection,,
5022,Cerba,Other,Serum,Serum Tube
4945,Cerba,Other,Serum,Serum Tube
8180,Cerba,Other,Urine,50mL Container
6170,Diag,Microbiology,Nose Pus,Sterile Container
8962,Diag,Biochemistry,Others,Others
4985,Diag,Immunology,Serum,Serum Tube
5091,Cerba,Other,24h Stool,Big Stool Container
10880,Diag,Non-lab Test,,Others
6606,Cerba,Other,Serum,Serum Tube
7670,Cerba,Other,Serum,Serum Tube
4480,Cerba,Other,Plasma,EDTA Tube
10997,Diag,Non-lab Test,,
4077,Diag,Microbiology,Nose Pus,50mL Sterile Container/Swab
399598,Diag,Microbiology,Pleural Fluid,Sterile Container
9327,Cerba,Other,Serum,Serum Tube
4641,Cerba,Other,Serum,Serum Tube
10968,Diag,Non-lab Test,Others,Others
4216,Diag,Molecular,Cervical Sample,Cell VTM (Thinprep)
5971,Cerba,Other,Serum,Serum Tube
7696,Cerba,Other,Serum,Serum Tube
4301,Diag,Microbiology,Throat Swab,Sterile Swab
9184,Cerba,Other,Stool,Stool Container
4474,Cerba,Other,Serum,Serum Tube
7099,Cerba,Other,Serum,Serum Tube
3993,Diag,Microbiology,Eye Pus,Sterile Swab
8183,Cerba,Other,Serum,Serum Tube
4303,Diag,Microbiology,Pleural Fluid,Sterile Container
8175,Cerba,Other,Nasal Swab,Sterile Container
9336,Cerba,Other,Urine,50mL Container
8879,Cerba,Other,Urine,50mL Container
5664,Cerba,Other,Serum,Serum Tube
7207,Cerba,Other,Serum,Serum Tube
5973,Cerba,Other,Serum,Serum Tube
399305,Cerba,Other,Others,Others
9185,Cerba,Other,Urine,50mL Container
6707,Cerba,Other,Serum,Serum Tube
4165,Diag,Microbiology,Synovial Fluid,Sterile Container
9583,Cerba,Biochemistry,Serum,Serum Tube
5207,Cerba,Other,Serum,Serum Tube
9565,Cerba,Other,Serum,Serum Tube
8778,Cerba,Other,Cerebrospinal Fluid,Sterile Container
9394,Cerba,Other,Serum,Serum Tube
3805,Diag,Microbiology,Urethral Swab,Sterile Swab
8565,Cerba,Other,Plasma,EDTA Tube
9172,Cerba,Other,Serum,Serum Tube
10066,Diag,Microbiology,Pericardial Fluid,Sterile Container
9772,Cerba,Other,Serum,Serum Tube
4861,Cerba,Other,Serum,Serum Tube
4826,Cerba,Biochemistry,Serum,Serum Tube
9887,Cerba,Other,Whole Blood,EDTA Tube
7318,Cerba,Other,Whole Blood,EDTA Tube
7079,Cerba,Other,Serum,Serum Tube
8070,Cerba,Other,Whole Blood,EDTA Tube
10890,Diag,Non-lab Test,,Others
5077,Cerba,Biochemistry,Plasma,EDTA Tube
8578,Cerba,Other,Serum,Serum Tube
181723,Diag,Molecular,"Vaginal Swab,Urethral Swab,Urine",Sterile Swab/50mL Container
9095,Cerba,Other,Stool,Stool Container
4545,Cerba,Other,Serum,Serum Tube
8265,Cerba,Other,Serum,Serum Tube
6783,Cerba,Other,Serum,Serum Tube
4978,Cerba,Other,Serum,Serum Tube
6226,Cerba,Other,Serum,Serum Tube
4168,Diag,Microbiology,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
21597,Medic,Other,Serum,Serum Tube
11000,SNIOSH,Non-lab Test,,
7292,Cerba,Other,Cerebrospinal Fluid,Sterile Container
5185,Cerba,Other,Serum,Serum Tube
7013,Cerba,Other,Serum,Serum Tube
26612,Diag,Non-lab Test,,
3872,Diag,Microbiology,Body Fluid,Sterile Container
3893,Diag,Microbiology,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
4538,Cerba,Other,Serum,Serum Tube
6607,Cerba,Other,Serum,Serum Tube
5119,Cerba,Other,Serum,Serum Tube
4901,Cerba,Biochemistry,Serum,Serum Tube
7391,Cerba,Other,Serum,Serum Tube
41164,Diag,Non-lab Test,,Others
8966,Cerba,Other,Serum,Serum Tube
3846,Diag,Microbiology,Throat Swab,Sterile Swab
5204,Cerba,Other,Serum,Serum Tube
9339,Cerba,Other,Serum,Serum Tube
4556,Cerba,Other,Serum,Serum Tube
9372,Cerba,Other,Amniotic Fluid,Sterile Container
11001,Diag,Non-lab Test,,
7074,Cerba,Other,Serum,Serum Tube
6985,Cerba,Other,Serum,Serum Tube
9689,Cerba,Other,Saliva,Sterile Container
6198,Cerba,Other,Serum,Serum Tube
7563,Cerba,Other,Serum,Serum Tube
9891,Cerba,Other,Cerebrospinal Fluid,Sterile Container
6064,Cerba,Other,Serum,Serum Tube
7185,Cerba,Other,Serum,Serum Tube
6702,Cerba,Other,Serum,Serum Tube
8898,Cerba,Other,Seminal Fluid,Sterile Container
5563,Cerba,Other,Serum,Serum Tube
5095,Cerba,Other,Serum,Serum Tube
400415,Diag,Non-lab Test,,
4977,Medic,ELISA,Serum,Serum Tube
7006,Cerba,Other,Serum,Serum Tube
5180,Cerba,Other,Urine,50mL Container
8583,Cerba,Other,Serum,Serum Tube
8995,Cerba,Other,Whole Blood,EDTA Tube
5007,Medic,Other,Serum,Serum Tube
400568,Cerba,Other,Others,Others
4642,Cerba,Other,Serum,Serum Tube
10893,SNIOSH,Non-lab Test,,
7464,Cerba,Other,Plasma,EDTA Tube
9393,Cerba,Other,Urine,50mL Container
4524,Cerba,Other,Serum,Serum Tube
9771,Cerba,Other,Serum,Serum Tube
9019,Cerba,Other,Serum,Serum Tube
45065,Diag,Non-lab Test,Others,Others
4648,Cerba,Other,Whole Blood,Heparin Tube
8383,Cerba,Other,Serum,Serum Tube
7574,Cerba,Other,Serum,Serum Tube
7329,Cerba,Other,Serum,Serum Tube
5271,Cerba,Other,Serum,Serum Tube
9374,Cerba,Other,Serum,Serum Tube
109410,Diag,Home Collection,,Others
9962,Diag,Microbiology,Nose Pus,Sterile Swab
6700,Cerba,Other,Serum,Serum Tube
8473,Cerba,Other,Whole Blood,EDTA Tube
3996,Diag,Microbiology,Semen,Sterile Container
9085,Cerba,Other,Serum,Serum Tube
7237,SNIOSH,Non-lab Test,,
7979,Cerba,Other,Serum,Serum Tube
8280,Cerba,Other,Whole Blood,EDTA Tube
4746,Cerba,Other,Sputum,Sterile Container
399210,Diag,Non-lab Test,,
6792,Cerba,Other,Plasma,EDTA Tube
89795,Diag,Home Collection,,Others
7786,Cerba,Other,Plasma,EDTA Tube
7166,Cerba,Other,Serum,Serum Tube
7905,Cerba,Other,Urine,50mL Container
4703,Cerba,Other,Fresh Stool (+4°C),50mL Container
8567,Cerba,Other,Bone Marrow,EDTA Tube
200058,Diag,Biochemistry,Serum,Serum Tube
399044,Medic,Other,24h Urine,3L Container + Preservative
6075,Cerba,Other,Serum,Serum Tube
172502,Diag,Microbiology,Semen,Sterile Container
244281,Diag,Non-lab Test,,
139752,Medic,Other,Body Fluid,Sterile Container
63281,Medic,Other,Nasopharynx Sample,ABT VTM  2mL
7092,Cerba,Other,Whole Blood,Heparin Tube
9592,Cerba,Other,Serum,Serum Tube
7672,Cerba,Other,Whole Blood,EDTA Tube
3832,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",Sterile Swab/50mL Container
9587,Cerba,Other,Whole Blood,EDTA Tube
8681,Cerba,Other,Whole Blood,EDTA Tube
4512,Cerba,ELISA,Serum,Serum Tube
5168,Cerba,Other,Serum,Serum Tube
400644,Cerba,Other,Others,Others
4710,Cerba,Other,Whole Blood,EDTA Tube
8068,Cerba,Other,Vaginal Swab,50mL Container
175207,GC Labs,Other,Serum,Serum Tube
4996,Cerba,Other,Amniotic Fluid,Sterile Container
7976,Cerba,Other,Serum,Serum Tube
5097,Cerba,Other,Serum,Serum Tube
5205,Cerba,Other,Whole Blood,EDTA Tube
157065,Diag,Non-lab Test,,
4629,Cerba,Other,Nasal Swab,Sterile Container
1627,Diag,Microbiology,Nail,Petri Dish
9094,Cerba,Other,Whole Blood,Heparin Tube
10862,Diag,Non-lab Test,Others,Others
7273,Cerba,Other,Serum,Serum Tube
6973,Cerba,Other,Serum,Serum Tube
6983,Cerba,Other,Serum,Serum Tube
9039,Cerba,Other,Serum,Serum Tube
9481,Cerba,Other,Serum,Serum Tube
4300,Diag,Microbiology,Pericardial Fluid,Sterile Container
5969,Cerba,Other,Serum,Serum Tube
23200,Diag,Non-lab Test,,Others
4065,Diag,Microbiology,Pericardial Fluid,Sterile Container
132829,Diag,Other,Serum,Serum Tube
6678,Cerba,Other,Stool,Stool Container
7200,Cerba,Other,Serum,Serum Tube
10877,Diag,Non-lab Test,Others,Others
7915,Cerba,Other,Serum,Serum Tube
5047,Cerba,Other,Serum,Serum Tube
6789,Cerba,Other,Serum,Serum Tube
9665,Cerba,Other,Serum,Serum Tube
10982,Diag,Non-lab Test,Others,Others
5043,Cerba,Other,Serum,Serum Tube
8387,Cerba,Other,Plasma,Heparin Tube
26513,Diag,Non-lab Test,,
9469,Cerba,Other,Plasma,EDTA Tube
4636,Cerba,Other,Serum,Serum Tube
7350,Cerba,Other,Whole Blood,EDTA Tube
7202,Cerba,Other,Serum,Serum Tube
5128,Cerba,Other,Serum,Serum Tube
4917,Medic,Biochemistry,Serum,Serum Tube
5569,Cerba,Other,Serum,Serum Tube
11005,Diag,Non-lab Test,Others,Others
25309,Diag,Non-lab Test,,Others
6069,Cerba,Other,Serum,Serum Tube
3897,Diag,Microbiology,Urethral Swab,Sterile Swab
5570,Cerba,Other,Serum,Serum Tube
7361,Cerba,Biochemistry,Serum,Serum Tube
5186,Cerba,Molecular,"Sputum,Bronchoalveolar Lavage Fluid,Bronchial Secretions,Throat Swab",Sterile Container
8792,Cerba,Other,Serum,Serum Tube
6862,Cerba,Other,Serum,Serum Tube
6590,Cerba,Other,Tumoral Tissue,50mL Container
4762,Cerba,Other,Serum,Serum Tube
6773,Cerba,Other,Serum,Serum Tube
77890,Diag,Home Collection,,
7306,Cerba,ELISA,Serum,Serum Tube
7275,Cerba,Other,Whole Blood,EDTA Tube
7985,Cerba,Other,Serum,Serum Tube
4581,Cerba,Other,Whole Blood,EDTA Tube
4859,Cerba,Other,24h Stool,Big Stool Container
240400,Diag,Non-lab Test,Others,Others
8269,Cerba,Other,Serum,Serum Tube
8178,Cerba,Other,Nasal Swab,Sterile Container
7301,Cerba,Other,Amniotic Fluid,Sterile Container
5883,Cerba,Other,Serum,Serum Tube
4601,Cerba,Other,Urine,50mL Container
7902,Cerba,Other,Stool,Stool Container
9015,Cerba,Other,Serum,Serum Tube
401000,Cerba,Other,Others,Others
56836,Diag,Non-lab Test,,Others
3882,Diag,Clinical Pathology,Urine,50mL Container
4870,Cerba,Other,Serum,Serum Tube
3967,Diag,Microbiology,Eye Pus,Sterile Swab
7002,Cerba,Other,Serum,Serum Tube
8282,Cerba,Other,Serum,Serum Tube
6713,Cerba,Other,Serum,Serum Tube
66988,Cerba,Other,Others,Others
5102,Cerba,Other,Cerebrospinal Fluid,Sterile Container
6600,Cerba,Other,Serum,Serum Tube
10996,SNIOSH,Non-lab Test,,
4922,Cerba,Other,Serum,Serum Tube
4062,Diag,Immunology,Serum,Serum Tube
3971,Diag,Microbiology,"Pus,Pus Abscess,Semen,Body Fluid",Sterile Swab/50mL Container
8969,Cerba,Other,Serum,Serum Tube
4832,Cerba,Other,Serum,Serum Tube
7692,Cerba,Other,Serum,Serum Tube
5068,Cerba,Other,Serum,Serum Tube
10989,Diag,Non-lab Test,,Others
8378,Cerba,Other,Urine,50mL Container
8872,Cerba,Other,Whole Blood,EDTA Tube
9706,Cerba,Other,Serum,Serum Tube
5275,Cerba,Other,Serum,Serum Tube
9079,Cerba,Other,Puncture Fluid,Sterile Container
5165,Cerba,Other,Serum,Serum Tube
9287,Cerba,Other,Serum,Serum Tube
7075,Cerba,Other,Whole Blood,EDTA Tube
7980,Cerba,Other,Serum,Serum Tube
8675,Cerba,Other,Serum,Serum Tube
8273,Cerba,Other,Whole Blood,EDTA Tube
7325,Cerba,Other,Serum,Serum Tube
6165,Diag,Microbiology,Ear Pus,Sterile Container
242176,Gentis,Non-lab Test,,
7903,Cerba,Other,Serum,Serum Tube
4583,Cerba,Other,Serum,Serum Tube
5885,Cerba,Other,Serum,Serum Tube
8079,Cerba,Other,Urine,50mL Container
401020,Medic,Other,Pleural Fluid,Sterile Container
8696,Cerba,Other,Serum,Serum Tube
8770,Cerba,Other,Whole Blood,EDTA Tube
10915,Diag,Non-lab Test,,Others
8771,Cerba,Other,Whole Blood,EDTA Tube
9467,Cerba,Other,Plasma,EDTA Tube
5476,Cerba,Other,Serum,Serum Tube
5171,Cerba,Other,Serum,Serum Tube
9322,Cerba,Other,Serum,Serum Tube
7227,Cerba,Other,Whole Blood,EDTA Tube
5573,Cerba,Other,Serum,Serum Tube
4727,Cerba,Other,Serum,Serum Tube
6608,Cerba,Other,Serum,Serum Tube
5572,Cerba,Other,Serum,Serum Tube
9084,Cerba,Other,Urine,50mL Container
7787,Cerba,Other,Serum,Serum Tube
9979,Cerba,Other,Serum,Serum Tube
6965,Cerba,Other,Serum,Serum Tube
4695,Cerba,Other,Serum,Serum Tube
7987,Cerba,Other,Plasma,EDTA Tube
5109,Cerba,Other,Plasma,EDTA Tube
4846,Cerba,ELISA,Serum,Serum Tube
7477,Cerba,Other,Serum,Serum Tube
5167,Cerba,Other,Slides,50mL Container
4009,Diag,Molecular,Others,Sterile Container
4958,Cerba,Molecular,Cerebrospinal Fluid,Sterile Container
9972,Cerba,Other,Serum,Serum Tube
4064,Diag,Microbiology,Body Fluid,Sterile Container
10884,Diag,Non-lab Test,,Others
7368,Cerba,Other,Serum,Serum Tube
7070,Cerba,Other,Cerebrospinal Fluid,Sterile Container
8163,Cerba,Other,Amniotic Fluid,Sterile Container
9766,Cerba,Other,Serum,Serum Tube
4915,Cerba,Other,Plasma,EDTA Tube
34145,Diag,Microbiology,Peritoneal Fluid,Sterile Container
5374,Cerba,Other,Plasma,EDTA Tube
10869,Diag,Non-lab Test,Others,Others
9569,Cerba,Other,Bronchoalveolar Lavage Fluid,Sterile Container
4600,Cerba,Other,Serum,Serum Tube
8097,Cerba,Other,Urine,50mL Container
4526,Cerba,Other,Serum,Serum Tube
5764,Cerba,Other,Serum,Serum Tube
26610,Diag,Non-lab Test,,
149142,Diag,Molecular,Nasopharynx Sample,Specialized Container
9179,Cerba,Other,Whole Blood,EDTA Tube
4946,Cerba,Other,Serum,Serum Tube
9890,Cerba,Other,Urine,50mL Container
8763,Cerba,Other,Serum,Serum Tube
5039,Cerba,Other,Serum,Serum Tube
8806,Cerba,Other,Serum,Serum Tube
8463,Cerba,Other,Serum,Serum Tube
